,video,label,split,original
417,tqtushrgev.mp4,FAKE,train,rkbxybizvj.mp4
418,ixtydssmam.mp4,FAKE,train,anzenqcwqo.mp4
419,gqhmedrcky.mp4,FAKE,train,rrgmkciwnk.mp4
420,bbyapzzbbp.mp4,FAKE,train,kvhbyuklfv.mp4
421,ekwczkvszi.mp4,FAKE,train,ugujwdhxjd.mp4
422,jjimhynmzu.mp4,FAKE,train,urbulrzowx.mp4
423,vhvfewspbu.mp4,FAKE,train,anzenqcwqo.mp4
424,sleykxpevy.mp4,REAL,train,
425,znhuenqsfk.mp4,FAKE,train,urbulrzowx.mp4
426,mtupaleexd.mp4,FAKE,train,jduhzatmnf.mp4
427,xlcbtcyrzh.mp4,FAKE,train,phgztyaash.mp4
428,kvpfhcphpu.mp4,FAKE,train,webyiqztha.mp4
429,sahcncjojl.mp4,REAL,train,
430,ghhqnjnzjr.mp4,FAKE,train,ygiscbckjl.mp4
431,lmjehchfap.mp4,FAKE,train,orqafstesq.mp4
432,zoqqntpxmi.mp4,FAKE,train,syfzjjdmxh.mp4
433,sjncxmpaib.mp4,FAKE,train,tyatbyiulg.mp4
434,iwbsozjcfr.mp4,FAKE,train,hgcjhnidtm.mp4
435,flnhfqfhsk.mp4,FAKE,train,xofswkdrvb.mp4
436,cxjpzucdse.mp4,FAKE,train,xofswkdrvb.mp4
437,avebrhzvyp.mp4,FAKE,train,ugujwdhxjd.mp4
438,wbnjeuoytp.mp4,FAKE,train,tyjxmknivy.mp4
439,tvgalilkud.mp4,FAKE,train,orqafstesq.mp4
440,bfwwrlwopy.mp4,FAKE,train,andnipfbgy.mp4
441,tbkfdwfuzu.mp4,FAKE,train,rkbxybizvj.mp4
442,aknrpivxgd.mp4,FAKE,train,pxgcsltbuo.mp4
443,hnxetiknbh.mp4,FAKE,train,rfmmvhkqus.mp4
444,buhcfgpuyk.mp4,FAKE,train,jduhzatmnf.mp4
445,dspezmgkkj.mp4,FAKE,train,tmvqmdzyln.mp4
446,kifgzqfogn.mp4,FAKE,train,ugagvibmsu.mp4
447,saxbjxsbjf.mp4,FAKE,train,rkrizcgzgt.mp4
448,ioujtlguyo.mp4,REAL,train,
449,tmvzwabeun.mp4,FAKE,train,bivzhsmrqo.mp4
450,szwhgmrrhm.mp4,REAL,train,
451,spjlpgrvwg.mp4,FAKE,train,unqatfflwv.mp4
452,hcbvqqozcj.mp4,FAKE,train,andnipfbgy.mp4
453,dnargmsmdp.mp4,FAKE,train,pkrpyvfnye.mp4
454,kyxklqbwnb.mp4,FAKE,train,jidkzoagws.mp4
455,ceotvqfajr.mp4,FAKE,train,xzmplldajk.mp4
456,jpdyndogbm.mp4,FAKE,train,andnipfbgy.mp4
457,zlnphbedts.mp4,REAL,train,
458,aahkgsltxw.mp4,FAKE,train,tjjiejdbgx.mp4
459,lfycoyqbuy.mp4,FAKE,train,htqhzfwsmb.mp4
460,orfjqhsxdz.mp4,FAKE,train,hgcjhnidtm.mp4
461,wgiubssxye.mp4,FAKE,train,szwhgmrrhm.mp4
462,ocuiuronrp.mp4,FAKE,train,rkrizcgzgt.mp4
463,bxzzmbhwiu.mp4,FAKE,train,mzurunkulx.mp4
464,ctzvhowbhr.mp4,FAKE,train,utnizyqmri.mp4
465,dasikdoalw.mp4,FAKE,train,obutchbzkp.mp4
466,eibeoodnpu.mp4,FAKE,train,azhgwqmtmy.mp4
467,qiecarkcbo.mp4,FAKE,train,webyiqztha.mp4
468,gomtogkuli.mp4,FAKE,train,sleykxpevy.mp4
469,kyaijizqok.mp4,FAKE,train,tmvqmdzyln.mp4
470,urbulrzowx.mp4,REAL,train,
471,ftoecttrok.mp4,FAKE,train,qavvoguryv.mp4
472,tyatbyiulg.mp4,REAL,train,
473,vuxargmijm.mp4,FAKE,train,tptrzibaxl.mp4
474,rsjhmrvdwg.mp4,FAKE,train,utnizyqmri.mp4
475,bzzvxykyza.mp4,FAKE,train,htqhzfwsmb.mp4
476,ccnmwmmoaq.mp4,FAKE,train,uafpckeiyf.mp4
477,tcpvkevoqb.mp4,FAKE,train,uafpckeiyf.mp4
478,sxbffmmoqo.mp4,FAKE,train,unqatfflwv.mp4
479,iwlcgjhuyz.mp4,FAKE,train,pxgcsltbuo.mp4
480,onlitrixto.mp4,FAKE,train,tqymjlgdsf.mp4
481,anpptpyvxe.mp4,FAKE,train,bxsdnqizii.mp4
482,jduhzatmnf.mp4,REAL,train,
483,lknkofgefp.mp4,FAKE,train,uafpckeiyf.mp4
484,irjbrwpqqd.mp4,FAKE,train,tyatbyiulg.mp4
485,motasxfqhz.mp4,FAKE,train,ygiscbckjl.mp4
486,pmwpzpjtjs.mp4,FAKE,train,vtaztagukf.mp4
487,imtqhldxwh.mp4,REAL,train,
488,kzycggjleq.mp4,FAKE,train,rrgmkciwnk.mp4
489,kkzuugfoqj.mp4,FAKE,train,gdygzrpynl.mp4
490,nfwtspkhvb.mp4,FAKE,train,ugagvibmsu.mp4
491,rwbvuwcbql.mp4,FAKE,train,iyfdxpvkgk.mp4
492,jcgnmpdepm.mp4,FAKE,train,sleykxpevy.mp4
493,ubgbencriw.mp4,FAKE,train,yicmivfoay.mp4
494,kcpdwxdxml.mp4,FAKE,train,szwhgmrrhm.mp4
495,wrrwsbvwcq.mp4,FAKE,train,okgoflrwph.mp4
496,pijtgijpbo.mp4,FAKE,train,xzmplldajk.mp4
497,rbyhazdpsj.mp4,FAKE,train,bunqneptba.mp4
498,kfhjdrkhgj.mp4,FAKE,train,pxgcsltbuo.mp4
499,yicmivfoay.mp4,REAL,train,
500,zkjjmhhqtr.mp4,FAKE,train,ioujtlguyo.mp4
501,thfjhumgbp.mp4,REAL,train,
502,arixtqglae.mp4,FAKE,train,sahcncjojl.mp4
503,orqafstesq.mp4,REAL,train,
504,mtmfekdsic.mp4,FAKE,train,tmvqmdzyln.mp4
505,elbqkcpape.mp4,FAKE,train,kvhbyuklfv.mp4
506,xvkccnehrk.mp4,FAKE,train,wxyjtncrax.mp4
507,izbioilrax.mp4,FAKE,train,zlnphbedts.mp4
508,gqxqqodwql.mp4,FAKE,train,mfcfhhxzif.mp4
509,hkimmsmxii.mp4,FAKE,train,webyiqztha.mp4
510,mpkmkclffv.mp4,FAKE,train,jniytngcmy.mp4
511,rkwomxrhnl.mp4,FAKE,train,qavvoguryv.mp4
512,gsmdxqdxdz.mp4,FAKE,train,sleykxpevy.mp4
513,tqtatnepzi.mp4,FAKE,train,tptrzibaxl.mp4
514,lyuevomvnr.mp4,FAKE,train,zkksmnscsf.mp4
515,zwwtfetbcu.mp4,FAKE,train,myebjqbxsl.mp4
516,hnjzbriysa.mp4,FAKE,train,nfjfylwjvj.mp4
517,hfocfhpdtw.mp4,FAKE,train,qavvoguryv.mp4
518,nxnnkufvoz.mp4,FAKE,train,ugagvibmsu.mp4
519,ujokxjazjz.mp4,FAKE,train,webyiqztha.mp4
520,sfewxjuaag.mp4,FAKE,train,qggorpxlar.mp4
521,yihudrxedv.mp4,FAKE,train,okgoflrwph.mp4
522,rgvuaskhwj.mp4,FAKE,train,lhjcdavmmg.mp4
523,jvathupada.mp4,FAKE,train,zlnphbedts.mp4
524,civfnvmgog.mp4,FAKE,train,crfnqdprte.mp4
525,bxcmqokvfk.mp4,FAKE,train,crfnqdprte.mp4
526,btrnnpruie.mp4,FAKE,train,unqatfflwv.mp4
527,jwbkfbbcrr.mp4,FAKE,train,utnizyqmri.mp4
528,kriabgdcvz.mp4,FAKE,train,htqhzfwsmb.mp4
529,aeplbqxnge.mp4,FAKE,train,mfcfhhxzif.mp4
530,dzjsckzcmq.mp4,FAKE,train,nepiitaaql.mp4
531,trmviskqet.mp4,FAKE,train,sleykxpevy.mp4
532,crvotfojeq.mp4,FAKE,train,yicmivfoay.mp4
533,kaeouvuasm.mp4,FAKE,train,crfnqdprte.mp4
534,uvogzfylos.mp4,REAL,train,
535,mqtyrczivx.mp4,FAKE,train,vwbdlklsjn.mp4
536,bzswtcvvak.mp4,FAKE,train,myebjqbxsl.mp4
537,etrbofjhyj.mp4,FAKE,train,thfjhumgbp.mp4
538,varoylcnht.mp4,FAKE,train,mfcfhhxzif.mp4
539,ivlblicoqn.mp4,FAKE,train,jidkzoagws.mp4
540,pkrpyvfnye.mp4,REAL,train,
541,trqwyehsmg.mp4,FAKE,train,nlcqykqsdp.mp4
542,elsvnmrlue.mp4,REAL,train,
543,kjhkwvmiio.mp4,FAKE,train,thfjhumgbp.mp4
544,njvlsykkxc.mp4,FAKE,train,utnizyqmri.mp4
545,fjgncibwbl.mp4,FAKE,train,bxsdnqizii.mp4
546,xplegyuyte.mp4,FAKE,train,mzurunkulx.mp4
547,jfxroglrst.mp4,FAKE,train,ioujtlguyo.mp4
548,sbxxgwrmwa.mp4,FAKE,train,syfzjjdmxh.mp4
549,vdwhghrocr.mp4,FAKE,train,tjjiejdbgx.mp4
550,lmpxxuouon.mp4,FAKE,train,orqafstesq.mp4
551,ttobmbsfoo.mp4,REAL,train,
552,mwwgnidhaw.mp4,FAKE,train,kvhbyuklfv.mp4
553,gruwgoaxac.mp4,FAKE,train,hgcjhnidtm.mp4
554,xeuzubpylq.mp4,FAKE,train,kfhfeqpdwp.mp4
555,sxzbmbaqhs.mp4,FAKE,train,xzmplldajk.mp4
556,pnalawyffq.mp4,FAKE,train,nfjfylwjvj.mp4
557,qayfduhgrg.mp4,FAKE,train,jduhzatmnf.mp4
558,bunqneptba.mp4,REAL,train,
559,urhjflxaxx.mp4,FAKE,train,hmofiqjzxe.mp4
560,tfcsdfdsgq.mp4,FAKE,train,fakfkpzenm.mp4
561,hwkcwhwgix.mp4,FAKE,train,anzenqcwqo.mp4
562,jwsaofatad.mp4,FAKE,train,ygiscbckjl.mp4
563,kcfvycrugv.mp4,FAKE,train,htqhzfwsmb.mp4
564,nlzhplggol.mp4,FAKE,train,nepiitaaql.mp4
565,rrgmkciwnk.mp4,REAL,train,
566,fxxpxoqoxp.mp4,REAL,train,
567,yvvrjskesk.mp4,FAKE,train,rkrizcgzgt.mp4
568,tfgowstawg.mp4,FAKE,train,qggorpxlar.mp4
569,ncvrvmweon.mp4,FAKE,train,qggorpxlar.mp4
570,bvfivlvvho.mp4,FAKE,train,tjjiejdbgx.mp4
571,alevzwjovd.mp4,FAKE,train,myebjqbxsl.mp4
572,ugujwdhxjd.mp4,REAL,train,
573,yydocktjmn.mp4,FAKE,train,tyatbyiulg.mp4
574,qpxicfhtms.mp4,FAKE,train,hqxlyxhjin.mp4
575,micnvcnjjo.mp4,FAKE,train,fakfkpzenm.mp4
576,hjblygobtf.mp4,FAKE,train,dmqwuutqun.mp4
577,bbpjgsfveo.mp4,FAKE,train,hgcjhnidtm.mp4
578,fjrovfpsmq.mp4,FAKE,train,tqymjlgdsf.mp4
579,jgbbakaqtc.mp4,FAKE,train,hgcjhnidtm.mp4
580,qggorpxlar.mp4,REAL,train,
581,uoxmesdlrc.mp4,FAKE,train,hgcjhnidtm.mp4
582,dhyevnqzak.mp4,FAKE,train,rfmmvhkqus.mp4
583,glkbrtaulh.mp4,FAKE,train,ugagvibmsu.mp4
584,qvqwftakqo.mp4,FAKE,train,nzwqstlacm.mp4
585,looreydpcs.mp4,FAKE,train,bunqneptba.mp4
586,ctiyalwbsv.mp4,FAKE,train,nepiitaaql.mp4
587,hafxsbsgly.mp4,FAKE,train,lhjcdavmmg.mp4
588,iicreugtei.mp4,FAKE,train,jvmdzcrakg.mp4
589,rujwyrhdka.mp4,FAKE,train,webyiqztha.mp4
590,fmsrtebgmj.mp4,FAKE,train,elsvnmrlue.mp4
591,rcsrgoacvi.mp4,FAKE,train,utnizyqmri.mp4
592,aezujunliw.mp4,FAKE,train,inzgulrorj.mp4
593,aswtwwuiva.mp4,FAKE,train,iondvzqjbe.mp4
594,lseggaeaza.mp4,FAKE,train,hqxlyxhjin.mp4
595,jqdieyzjvv.mp4,FAKE,train,pkrpyvfnye.mp4
596,ymjrnwsjxt.mp4,FAKE,train,kfhfeqpdwp.mp4
597,etpketrlnd.mp4,FAKE,train,hmofiqjzxe.mp4
598,phgztyaash.mp4,REAL,train,
599,ypaoqhyepq.mp4,FAKE,train,wxyjtncrax.mp4
600,rfmmvhkqus.mp4,REAL,train,
601,dmqwuutqun.mp4,REAL,train,
602,eetigtaciw.mp4,REAL,train,
603,lfzdoxzqfv.mp4,FAKE,train,uvogzfylos.mp4
604,yvolowpgub.mp4,FAKE,train,gdygzrpynl.mp4
605,aakkhbgnjp.mp4,FAKE,train,rkbxybizvj.mp4
606,zkksmnscsf.mp4,REAL,train,
607,qgjmwsjewa.mp4,FAKE,train,jniytngcmy.mp4
608,hqxlyxhjin.mp4,REAL,train,
609,hmsmkwzusz.mp4,FAKE,train,pobpsxjbzg.mp4
610,jjaucqyrvr.mp4,FAKE,train,vtaztagukf.mp4
611,gcibwutsiq.mp4,FAKE,train,pxgcsltbuo.mp4
612,lkkfboheul.mp4,FAKE,train,mkdvewbfie.mp4
613,hykupxvaxj.mp4,FAKE,train,ncvttqmssc.mp4
614,qdantvtdji.mp4,REAL,train,
615,wzgtvjhpky.mp4,FAKE,train,jfdujlungr.mp4
616,btsrawjyyo.mp4,FAKE,train,dxepehnhgm.mp4
617,kkxpcxcxrs.mp4,FAKE,train,bszswtwrra.mp4
618,xjefxshzbg.mp4,REAL,train,
619,szjbkskyph.mp4,FAKE,train,tcguvulxvo.mp4
620,cfmiliboth.mp4,FAKE,train,cbqdpfnktj.mp4
621,suxlwssckc.mp4,FAKE,train,pnvwghaiir.mp4
622,xsgrpepuvb.mp4,FAKE,train,pdelmalwsz.mp4
623,rkwdttbfcc.mp4,FAKE,train,tbeqvpohue.mp4
624,yzotdtjnho.mp4,FAKE,train,xkzavewqnh.mp4
625,jycbjwoxqz.mp4,FAKE,train,mmvggsnizy.mp4
626,decpkffsla.mp4,FAKE,train,uetfcmaryk.mp4
627,bqtxylbmhe.mp4,FAKE,train,pharlnoque.mp4
628,vwpvsrphdd.mp4,FAKE,train,slvfmkhsuf.mp4
629,ooxrbdpbas.mp4,FAKE,train,jmzkawfzqt.mp4
630,aspxqtipuv.mp4,FAKE,train,bfcejaynie.mp4
631,ozrvtdtxug.mp4,REAL,train,
632,ugvurtaxqv.mp4,FAKE,train,bpxxmxuvuy.mp4
633,xpllnmqqbv.mp4,FAKE,train,ucfuqbrrcc.mp4
634,qsfeacqytt.mp4,FAKE,train,fkseutlgmb.mp4
635,jmzkawfzqt.mp4,REAL,train,
636,uxhldogxrr.mp4,FAKE,train,ozrvtdtxug.mp4
637,savqrjnncg.mp4,REAL,train,
638,abgrdkbhch.mp4,FAKE,train,ubbzrfgzer.mp4
639,ecydbcaucn.mp4,FAKE,train,zsvfzkpjur.mp4
640,mmvggsnizy.mp4,REAL,train,
641,iilormraws.mp4,FAKE,train,aeolxtsnfc.mp4
642,cxyqglsyyx.mp4,FAKE,train,ywiopkwcrj.mp4
643,rdauhpvwpl.mp4,FAKE,train,sondipaqyg.mp4
644,fcawschzhs.mp4,FAKE,train,bfcejaynie.mp4
645,uwnzdnhohf.mp4,FAKE,train,wzrzjdwssl.mp4
646,trbflipdvl.mp4,FAKE,train,wugkgprala.mp4
647,tcnfhhzoqb.mp4,FAKE,train,xjefxshzbg.mp4
648,hrviseedju.mp4,FAKE,train,ggtwbjkxic.mp4
649,ytmoadhnnk.mp4,FAKE,train,bszswtwrra.mp4
650,vrxrtdkvjd.mp4,FAKE,train,savqrjnncg.mp4
651,sefciimtoz.mp4,REAL,train,
652,vjowdfxqbq.mp4,FAKE,train,sondipaqyg.mp4
653,afwakzqdin.mp4,FAKE,train,rpwqeunuvn.mp4
654,cbqdpfnktj.mp4,REAL,train,
655,xtuqxfiwbn.mp4,FAKE,train,sefciimtoz.mp4
656,jgwlvjbzjy.mp4,FAKE,train,arwiyweadv.mp4
657,pcgccqmgdr.mp4,FAKE,train,qdantvtdji.mp4
658,tidymxhejr.mp4,FAKE,train,xjefxshzbg.mp4
659,utebhplinb.mp4,FAKE,train,savqrjnncg.mp4
660,hfspenqmpw.mp4,FAKE,train,xjefxshzbg.mp4
661,hdcxhrlafa.mp4,FAKE,train,qydoetemno.mp4
662,uqizqntekg.mp4,FAKE,train,nefdyhzqtb.mp4
663,qjhhpmzdht.mp4,FAKE,train,dxepehnhgm.mp4
664,ccyymgragw.mp4,FAKE,train,hfcxlucrbj.mp4
665,bwetgseinq.mp4,FAKE,train,bfcejaynie.mp4
666,klmchlcbii.mp4,FAKE,train,cbqdpfnktj.mp4
667,upwyvqbjlq.mp4,FAKE,train,pdelmalwsz.mp4
668,jdbptqebpo.mp4,FAKE,train,quwwzmlnqa.mp4
669,xfblwfgdfp.mp4,FAKE,train,mkdvewbfie.mp4
670,juudbscpul.mp4,FAKE,train,zyeaapjwyg.mp4
671,ivfwhnosla.mp4,FAKE,train,irjbukzjqt.mp4
672,vvjmzgrzmc.mp4,FAKE,train,dmadqljrab.mp4
673,lclgwlyngm.mp4,FAKE,train,ggtwbjkxic.mp4
674,qlxthplibo.mp4,FAKE,train,flfzlkjocf.mp4
675,ubbzrfgzer.mp4,REAL,train,
676,dnwfukbbcn.mp4,FAKE,train,cbqdpfnktj.mp4
677,ieushlhwpk.mp4,FAKE,train,rpwqeunuvn.mp4
678,wevhybrgah.mp4,FAKE,train,jlbcbzbacz.mp4
679,qpbrjjfhyx.mp4,FAKE,train,kgamulnbhn.mp4
680,nfggecmjpb.mp4,FAKE,train,nuayllevfl.mp4
681,hyeotskpuk.mp4,FAKE,train,hqgndlnyvu.mp4
682,fektpafggz.mp4,FAKE,train,wzrzjdwssl.mp4
683,eoxcfhtroc.mp4,FAKE,train,hqgndlnyvu.mp4
684,tecgrspzjb.mp4,FAKE,train,ofntcunuqn.mp4
685,lewzseskcf.mp4,FAKE,train,aamjfukxwp.mp4
686,kqdgbrfaau.mp4,FAKE,train,hrmqefifhs.mp4
687,wmqpublxyh.mp4,FAKE,train,trlsaggttc.mp4
688,dsmcmczelz.mp4,FAKE,train,kngzdgpmbc.mp4
689,edweilpuxf.mp4,FAKE,train,jxpodcendq.mp4
690,qtllouinrd.mp4,FAKE,train,pnvwghaiir.mp4
691,odxdkangki.mp4,FAKE,train,irjbukzjqt.mp4
692,qydlzwwvzc.mp4,FAKE,train,wzrzjdwssl.mp4
693,pmnioznoyq.mp4,FAKE,train,ilijyjnnde.mp4
694,fkbrpnuxyl.mp4,FAKE,train,jfdujlungr.mp4
695,cjldpugnxb.mp4,FAKE,train,dscprfjses.mp4
696,sqyvzzmimv.mp4,FAKE,train,xjfourpghd.mp4
697,xylrltjypo.mp4,FAKE,train,wugkgprala.mp4
698,oetuazcxnk.mp4,FAKE,train,mmvggsnizy.mp4
699,gimzgukfzj.mp4,FAKE,train,ubbzrfgzer.mp4
700,cteqlloxwu.mp4,REAL,train,
701,wagcavhhpc.mp4,FAKE,train,sondipaqyg.mp4
702,vzltstjkwm.mp4,FAKE,train,ttshpcbltc.mp4
703,ijqpebqhwk.mp4,FAKE,train,vhqzxlahov.mp4
704,wrjqdhunyu.mp4,FAKE,train,zyeaapjwyg.mp4
705,azdnpcxhcx.mp4,FAKE,train,jmzkawfzqt.mp4
706,ofntcunuqn.mp4,REAL,train,
707,atqtjhcjok.mp4,FAKE,train,igydssgspa.mp4
708,yiujfjmkqt.mp4,FAKE,train,bpxxmxuvuy.mp4
709,npmtpszgzs.mp4,FAKE,train,tgwpcoljin.mp4
710,qwxyxyxiwf.mp4,FAKE,train,rpwqeunuvn.mp4
711,xfvecntdgh.mp4,FAKE,train,quwwzmlnqa.mp4
712,stamaaoxht.mp4,FAKE,train,slvfmkhsuf.mp4
713,unnvrkthai.mp4,REAL,train,
714,mapvprdoni.mp4,FAKE,train,tyhykbqbab.mp4
715,xhrpdybqxq.mp4,FAKE,train,booejmgaqh.mp4
716,yhduemrsee.mp4,FAKE,train,tbeqvpohue.mp4
717,sondipaqyg.mp4,REAL,train,
718,lvhevthpee.mp4,FAKE,train,jlbcbzbacz.mp4
719,wktxudokag.mp4,FAKE,train,tyhykbqbab.mp4
720,acekgkqgdg.mp4,FAKE,train,cteqlloxwu.mp4
721,zgldoafdwd.mp4,FAKE,train,booejmgaqh.mp4
722,krlosfjfpm.mp4,FAKE,train,bszswtwrra.mp4
723,ejgnnocwwf.mp4,FAKE,train,cteqlloxwu.mp4
724,nvwshdfbpl.mp4,FAKE,train,pdelmalwsz.mp4
725,ufbbmuquvp.mp4,FAKE,train,bnsxuqhoei.mp4
726,ttrojbjmwb.mp4,FAKE,train,kngzdgpmbc.mp4
727,reikncunht.mp4,FAKE,train,sondipaqyg.mp4
728,qqmwalyugi.mp4,FAKE,train,slvfmkhsuf.mp4
729,zzxireqbdi.mp4,FAKE,train,bszswtwrra.mp4
730,ztjowsrorh.mp4,FAKE,train,bszswtwrra.mp4
731,buemqdmdwu.mp4,FAKE,train,vhqzxlahov.mp4
732,msrxorkdgn.mp4,FAKE,train,jmzkawfzqt.mp4
733,dxgotgmdnr.mp4,FAKE,train,mmvggsnizy.mp4
734,kekzhipmqc.mp4,FAKE,train,bszswtwrra.mp4
735,ligclvdmtv.mp4,FAKE,train,vhqzxlahov.mp4
736,dscprfjses.mp4,REAL,train,
737,oundixpyst.mp4,FAKE,train,hfcxlucrbj.mp4
738,rztfvluvkm.mp4,FAKE,train,sefciimtoz.mp4
739,njpjjvdrzc.mp4,FAKE,train,dscprfjses.mp4
740,mcnneodlyv.mp4,FAKE,train,jmzkawfzqt.mp4
741,xkzavewqnh.mp4,REAL,train,
742,igydssgspa.mp4,REAL,train,
743,irjbukzjqt.mp4,REAL,train,
744,xqwkzocvkm.mp4,FAKE,train,kwqjbgikku.mp4
745,helaqdgadz.mp4,FAKE,train,fkseutlgmb.mp4
746,kxqpyldfzj.mp4,FAKE,train,bfcejaynie.mp4
747,bfcejaynie.mp4,REAL,train,
748,crbcrxqftw.mp4,FAKE,train,savqrjnncg.mp4
749,kuxiuolwxo.mp4,FAKE,train,qydoetemno.mp4
750,ticavyanwu.mp4,FAKE,train,sondipaqyg.mp4
751,yocwsovneg.mp4,FAKE,train,ilijyjnnde.mp4
752,fkipjvtayq.mp4,FAKE,train,nuayllevfl.mp4
753,wuuekucgjv.mp4,FAKE,train,nuayllevfl.mp4
754,btrtwbssow.mp4,FAKE,train,pharlnoque.mp4
755,qgpgoaebqm.mp4,FAKE,train,korrsqtkke.mp4
756,xfnxwbfpod.mp4,FAKE,train,xjfourpghd.mp4
757,sptqnpgeys.mp4,FAKE,train,dscprfjses.mp4
758,sbfxzmhzyv.mp4,FAKE,train,savqrjnncg.mp4
759,xtozgnrgsd.mp4,FAKE,train,dscprfjses.mp4
760,klfcosrrju.mp4,FAKE,train,nefdyhzqtb.mp4
761,rijdjarigk.mp4,FAKE,train,sondipaqyg.mp4
762,xfemcankau.mp4,FAKE,train,fiiwmeedpe.mp4
763,ydiwlrowzh.mp4,FAKE,train,jxpodcendq.mp4
764,ymdmzhjpbr.mp4,FAKE,train,fiiwmeedpe.mp4
765,lijccmxacw.mp4,FAKE,train,sondipaqyg.mp4
766,sjasadttqf.mp4,FAKE,train,ixqaiwtldi.mp4
767,udondgvmxg.mp4,FAKE,train,pnvwghaiir.mp4
768,zmfnxkcdnd.mp4,FAKE,train,ttshpcbltc.mp4
769,inesnaprwm.mp4,FAKE,train,mmvggsnizy.mp4
770,cprdwtsorp.mp4,FAKE,train,bpxxmxuvuy.mp4
771,gqbraaobou.mp4,FAKE,train,ttshpcbltc.mp4
772,yxsmnsaefa.mp4,FAKE,train,aamjfukxwp.mp4
773,ytrlxthbal.mp4,FAKE,train,flfzlkjocf.mp4
774,knhfkgpmgl.mp4,FAKE,train,cteqlloxwu.mp4
775,erudqctwfx.mp4,FAKE,train,jzupyirlgk.mp4
776,deewyvrlzo.mp4,FAKE,train,hqgndlnyvu.mp4
777,rijqaijfad.mp4,FAKE,train,ucfuqbrrcc.mp4
778,kvnanercuo.mp4,FAKE,train,olwhakyyau.mp4
779,scnylgfkhq.mp4,FAKE,train,ncvttqmssc.mp4
780,kxwhxonyqp.mp4,FAKE,train,olwhakyyau.mp4
781,ltadqzbppw.mp4,FAKE,train,rpwqeunuvn.mp4
782,vbyhlwimwy.mp4,FAKE,train,zyeaapjwyg.mp4
783,skwbzxjptd.mp4,FAKE,train,trlsaggttc.mp4
784,arjihnnsxp.mp4,FAKE,train,olwhakyyau.mp4
785,tdfeprqwjw.mp4,FAKE,train,ixqaiwtldi.mp4
786,clotzdefxi.mp4,FAKE,train,sefciimtoz.mp4
787,wugkgprala.mp4,REAL,train,
788,pguofzxhww.mp4,FAKE,train,korrsqtkke.mp4
789,naqivbtyog.mp4,FAKE,train,tcguvulxvo.mp4
790,zhlehdxaxn.mp4,FAKE,train,bpxxmxuvuy.mp4
791,ivlrwjxjko.mp4,FAKE,train,mmvggsnizy.mp4
792,dwzimdqfbg.mp4,FAKE,train,xjefxshzbg.mp4
793,saoxxmbvub.mp4,FAKE,train,zmjrnwkrzp.mp4
794,hrmqefifhs.mp4,REAL,train,
795,bqhuqxrncx.mp4,FAKE,train,zmjrnwkrzp.mp4
796,gmcdkyfnni.mp4,FAKE,train,dmadqljrab.mp4
797,rglfdnekjv.mp4,FAKE,train,flfzlkjocf.mp4
798,alvymawvku.mp4,FAKE,train,savqrjnncg.mp4
799,cpthtjqwjg.mp4,FAKE,train,ncvttqmssc.mp4
800,zldnahlsnc.mp4,FAKE,train,zmjrnwkrzp.mp4
801,xstgkuqelq.mp4,FAKE,train,kngzdgpmbc.mp4
802,hbjsvnfxfi.mp4,FAKE,train,jfdujlungr.mp4
803,xcuaojonlf.mp4,FAKE,train,wugkgprala.mp4
804,ufipyxggkp.mp4,FAKE,train,aeolxtsnfc.mp4
805,puexbfedbu.mp4,FAKE,train,pdelmalwsz.mp4
806,zyeaapjwyg.mp4,REAL,train,
807,bnsxuqhoei.mp4,REAL,train,
808,aqpcbawfuc.mp4,FAKE,train,hrmqefifhs.mp4
809,nuayllevfl.mp4,REAL,train,
810,hervmuonhn.mp4,FAKE,train,bszswtwrra.mp4
811,yjnbidnpov.mp4,FAKE,train,dmadqljrab.mp4
812,judztawuje.mp4,FAKE,train,bnsxuqhoei.mp4
813,eliazncrwl.mp4,REAL,train,
814,ivgunqqypz.mp4,FAKE,train,jlbcbzbacz.mp4
815,vqvamfsdla.mp4,FAKE,train,jzupyirlgk.mp4
816,uuposvodqz.mp4,FAKE,train,ubbzrfgzer.mp4
817,qoqiztyyvg.mp4,FAKE,train,jlbcbzbacz.mp4
818,quajsnhtpk.mp4,FAKE,train,aeolxtsnfc.mp4
819,xcfgqlhrir.mp4,FAKE,train,fiiwmeedpe.mp4
820,tslvvfelkq.mp4,FAKE,train,nefdyhzqtb.mp4
821,aeolxtsnfc.mp4,REAL,train,
822,wkiqbthroz.mp4,FAKE,train,kwqjbgikku.mp4
823,quwwzmlnqa.mp4,REAL,train,
824,ewiyhypsgq.mp4,FAKE,train,zsvfzkpjur.mp4
825,mvngturoad.mp4,FAKE,train,ozrvtdtxug.mp4
826,wtmggpeiom.mp4,FAKE,train,zyeaapjwyg.mp4
827,nuonfkbcjq.mp4,FAKE,train,qvyxncyhua.mp4
828,wgqkfngwhk.mp4,FAKE,train,jmzkawfzqt.mp4
829,lofoedbjlt.mp4,FAKE,train,vshavmtpst.mp4
830,aqaqgzihfa.mp4,FAKE,train,jmzkawfzqt.mp4
831,ezpsqjytug.mp4,FAKE,train,wzrzjdwssl.mp4
832,cjoxtbrenc.mp4,FAKE,train,unnvrkthai.mp4
833,oxwhokpriu.mp4,FAKE,train,kwqjbgikku.mp4
834,ufmnipobjc.mp4,FAKE,train,tyhykbqbab.mp4
